,centroid-0,centroid-1,area,convex_area,extent,eccentricity,orientation
320,400.1842105263158,5656.710526315789,38,43,0.6785714285714286,0.5261697225998087,-1.4758487789865617
321,403.9056603773585,2109.056603773585,106,119,0.6794871794871795,0.7919696549687961,-2.2594557060943807
326,403.95652173913044,3231.5652173913045,23,25,0.8214285714285714,0.8841269058640504,-1.3230649938346863
327,402.6666666666667,3558.0,18,18,0.9,0.6123724356957945,0.0
328,402.5,3569.5,14,14,0.875,0.6708203932499369,-0.7853981633974483
329,403.6,2811.4,15,15,0.9375,0.4898979485566357,-2.356194490192345
330,410.8455284552846,3364.159891598916,369,482,0.6417391304347826,0.7427406965799264,-0.32457830564434254
332,404.0,3977.5,12,12,1.0,0.6831300510639732,0.0
333,405.8333333333333,2142.6666666666665,18,19,0.9,0.6989295601575878,-1.2689216600961783
334,406.60869565217394,3541.5652173913045,23,23,0.9583333333333334,0.757544515981121,-1.6783303959905078
335,406.76666666666665,3573.233333333333,30,31,0.8333333333333334,0.3776453809531828,-0.7853981633974477
336,410.18461538461537,3808.7076923076925,65,82,0.5803571428571429,0.9465785093589698,-1.2983793632945149
337,408.78125,2153.84375,32,35,0.8,0.8521633900971876,-1.237418709607113
338,411.9428571428571,2826.3714285714286,105,129,0.4751131221719457,0.93167336770752,-0.9105650764267688
340,411.38461538461536,2135.4615384615386,39,42,0.8125,0.7523094662908931,-1.3247092070937705
341,409.0,2309.5,12,12,1.0,0.6831300510639732,0.0
342,411.4507042253521,2772.9014084507044,71,75,0.7888888888888889,0.6826728301763734,-2.5431102029222514
345,409.5,5823.5,24,24,1.0,0.7559289460184544,0.0
347,410.3333333333333,568.1666666666666,18,19,0.9,0.6989295601575878,-0.3018746666987182
348,421.9681274900398,3390.3027888446213,251,296,0.5273109243697479,0.9366199859149014,-1.1654522155474814
349,415.4016393442623,3712.4754098360654,122,128,0.7261904761904762,0.831028391346093,-2.520527388002873
351,417.009900990099,3991.4851485148515,101,126,0.6011904761904762,0.6760776588227839,-2.9758891068979243
352,415.52,4048.44,25,28,0.78125,0.9244016380399744,-1.3568334598596838
353,414.6666666666667,4006.8333333333335,18,19,0.9,0.6989295601575879,-0.301874666698718
354,434.63055555555553,3561.461111111111,360,475,0.4472049689440994,0.9401147432872816,-1.9982409010917603
355,417.71875,3578.1875,32,36,0.7619047619047619,0.8153597320089025,-2.6530027487546723
356,418.38709677419354,5822.677419354839,31,37,0.6458333333333334,0.8731531395836232,-1.1535325405947092
357,443.25632911392404,291.26582278481015,316,739,0.2180814354727398,0.9767796008492581,-1.7806309031680436
358,421.7857142857143,1969.982142857143,56,59,0.8,0.7273524501844499,-1.6326549465604894
359,419.65384615384613,3683.0,26,27,0.8666666666666667,0.6291093595115603,-1.2551464911982944
360,445.1383352872216,8.215709261430247,853,879,0.8201923076923077,0.9233780240801,-1.49161697059253
361,421.65384615384613,3197.269230769231,26,28,0.8125,0.9143742336906147,-1.4157780766779524
362,432.33029612756263,3029.979498861048,439,503,0.636231884057971,0.836907325548303,-1.0401354118569217
363,421.80645161290323,5697.612903225807,31,33,0.7380952380952381,0.8325361497112862,-0.9513408346588881
364,420.0,5828.5,12,12,1.0,0.6831300510639732,0.0
365,422.4074074074074,492.51851851851853,27,29,0.75,0.8134737841416029,-0.7388148382852703
367,426.4935064935065,3619.0714285714284,154,173,0.6581196581196581,0.7946667356954888,-2.7520160523609087
369,423.72,1927.92,25,27,0.8333333333333334,0.6245698168704398,-1.7580698128427281
370,423.0,3583.5,12,12,1.0,0.6831300510639732,0.0
372,427.8979591836735,3674.122448979592,49,51,0.8909090909090909,0.8884455619627396,-1.551428029712134
373,424.5,4001.5,24,24,1.0,0.7559289460184544,0.0
374,427.6666666666667,5803.880952380952,42,52,0.5833333333333334,0.8137608313906303,-0.9276520907956656
375,425.5,5703.5,14,14,0.875,0.6708203932499369,-2.356194490192345
377,434.53125,3995.6458333333335,96,104,0.8571428571428571,0.8564811151693683,-1.5824923026998456
378,433.5483870967742,3074.935483870968,31,35,0.775,0.8202887055761523,-1.5363680821443741
379,431.5,3691.5,14,14,0.875,0.6708203932499369,-2.356194490192345
380,433.51428571428573,3912.7428571428572,35,38,0.7291666666666666,0.8464970942111198,-1.091295039023753
381,446.2373290426388,2462.689863234111,2486,3625,0.55,0.9361574383129887,-3.040475282005734
383,433.75,2536.8333333333335,36,39,0.8,0.8944792825142822,-2.936263689132663
385,435.3,449.2,30,33,0.75,0.8866105734777268,-0.3186315929325654
386,439.2156862745098,3634.5686274509803,51,57,0.7083333333333334,0.9347825621297802,-1.3251881318015202
387,437.0833333333333,4074.25,36,37,0.8571428571428571,0.6488400644580994,-1.1749916949697392
388,446.30903328050715,3274.3280507131535,631,819,0.5919324577861164,0.8790103017801674,-0.2487625708910901
389,436.5,3433.0,12,12,1.0,0.6831300510639732,-1.5707963267948966
390,436.5,5797.5,16,16,1.0,0.0,-0.7853981633974483
392,440.2413793103448,3302.4655172413795,58,63,0.8285714285714286,0.7602375351247175,-3.096339271694495
395,441.4,3876.6,15,15,0.9375,0.4898979485566355,-0.785398163397448
396,442.4,2644.6,15,15,0.9375,0.4898979485566355,-0.785398163397448
397,444.2352941176471,5793.794117647059,34,37,0.7083333333333334,0.862904358819741,-1.052459867639033
399,443.5,3724.5,22,22,0.9166666666666666,0.7728365157495385,-0.21916827992897892
400,444.5,4054.5,18,20,0.75,0.8885233166386386,-1.2490457723982544
401,444.6,440.4,15,15,0.9375,0.4898979485566357,-2.356194490192345
402,444.5,2118.5,14,14,0.875,0.6708203932499369,-2.356194490192345
403,444.5,3315.0,12,12,1.0,0.6831300510639732,-1.5707963267948966
404,448.80263157894734,3712.75,76,96,0.5846153846153846,0.8160243486984115,-2.053526492552261
405,446.0,373.0,15,15,1.0,0.816496580927726,0.0
406,449.75,1956.21875,32,36,0.7111111111111111,0.9250272378202918,-1.3006289914764122
407,450.5,2814.9,30,35,0.6,0.9607013464057503,-1.2816241650642755
408,449.625,431.375,24,26,0.8,0.5738066170117883,-1.8772064278775173
409,448.0,2108.5,12,12,1.0,0.6831300510639732,0.0
411,450.4468085106383,4095.936170212766,47,52,0.8392857142857143,0.5163840232424549,-1.7503047843113433
413,459.1454138702461,460.51901565995524,447,485,0.645021645021645,0.8746782598700781,-2.750561364369741
414,450.0,5777.0,25,25,1.0,0.0,-0.7853981633974483
416,484.3384015594542,53.648538011695905,5130,5724,0.7148829431438127,0.8429669872875821,-2.912126552986975
417,451.42857142857144,449.0,21,24,0.75,0.9146890665807529,-2.8882304571275093
418,452.05882352941177,1979.4117647058824,17,18,0.85,0.759283494666158,-1.1361789240619653
419,453.4736842105263,2646.5789473684213,19,21,0.7916666666666666,0.8648250907976307,-1.2490457723982544
